binomial,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023,y_2024
Eudorcas albonotata,2020116422.14554,2010226024.8615,2004438471.99935,2006326331.33358,1995450364.32603,1995093178.74267,2008723870.37031,1979370985.96804,1980682352.14522,1977325157.31575,1977853328.68843,1982076360.00572,1982163061.00603,1966213314.06011,1957418040.03725,1957484419.93644,1941864632.6195,1945094475.2048,1942228300.06142,1937669911.92407,1938169472.95484,1938858904.59764,1936626529.37053,1930620229.69327,1940699334.08578
Eudorcas rufifrons,92606927.6014763,92333817.1522657,92829653.0998612,92174565.9630887,91812216.7552697,90704007.6137308,91621926.7230167,91230281.8104426,90941801.3319774,91578142.9541023,90282552.4051616,90526043.172326,90263222.8077052,89791810.8230702,90320359.0782146,89629051.1535171,89280039.5054615,89847653.8300274,88851977.6588839,89002615.7978407,89244399.2643045,89124003.5261907,88651478.8638201,88780324.1359414,88800411.8718486
Eudorcas thomsonii,3353762155.82909,3352628503.93844,3341476799.72787,3329192361.41817,3309583249.03564,3315669577.22455,3312455521.25054,3313375541.60335,3303854153.93499,3291089345.781,3270267955.08966,3274896733.61066,3264839492.6513,3260016715.10936,3258723996.65187,3243486642.97857,3229019342.23765,3241472182.81331,3207528990.70785,3225244783.10976,3205955816.78048,3219194814.90481,3229368156.72652,3195044774.39825,3219618343.4835
Eudorcas tilonura,19368470.2767544,19259580.7237513,19116014.8945198,19018289.4582639,19086057.0025684,19119913.3037985,19125924.2793399,18996740.4430092,18766101.6201279,18993737.587152,18805092.2357067,18863829.6728706,18841368.5587623,18817515.1301777,18842528.5449549,18694504.036689,18592285.9991657,18531766.0762912,18684087.6857265,18537798.9745369,18707441.4125059,18598940.7399891,18508284.0604855,18398410.5189337,18514445.7889692
Gazella arabica,59307125.7894629,59424889.8248788,59061834.9278821,58762835.9476605,59171802.9065837,58807380.9195996,58862062.3580926,58622185.5076853,58468796.2997488,58272195.2817438,58259051.6925175,57745617.6732175,58160697.0760773,58033935.1227324,57825223.6460458,57819490.1350644,57596979.922414,57470941.8811346,57345069.6143083,57625469.7583026,57154501.4152354,57027696.0224217,57249547.0249681,56891960.1579093,56653014.5702495
Gazella bennettii,462765603.344975,463621460.390729,458608381.252217,458523877.632387,461039297.530179,458419777.691537,457224947.225248,454645435.442837,453545557.777032,455301601.991417,451920886.167338,456356328.833645,450509706.873435,453179639.822827,449401348.175452,449346753.531664,446555449.718063,447846196.395365,443988681.208798,441050177.501388,446563278.977356,444399328.97773,441063346.240206,445279713.196978,445596242.579703
Gazella cuvieri,237671347.344828,236672852.941807,236208776.062545,236203342.316323,236201410.128053,235067072.445401,234777188.96811,234279156.257161,233131192.950643,233598162.386961,232606192.603536,231903656.446904,231493592.070283,230683804.780138,231154990.680217,230515535.512322,229932137.97125,229322716.542091,229197509.945216,228246599.603655,228415770.71936,227857528.92354,227895835.524966,228203837.05437,227345793.063614
Gazella dorcas,2127352836.34078,2114853451.15858,2115016552.10057,2105306211.29262,2100486879.67691,2091162203.78743,2091366420.18039,2094348261.94119,2078561609.22201,2072460869.31038,2079162595.54721,2074330100.53537,2060537536.00629,2061033561.84901,2055608997.1773,2052805442.26062,2056175517.78997,2041256553.73364,2037219454.17311,2038090200.99219,2033458677.26452,2038883918.37986,2039030435.38847,2036557912.78112,2030167149.25992
Gazella gazella,17254918.8787678,17253893.4226157,17309406.0554775,17220322.9673132,17139017.0623311,17112116.8531101,17241365.8536948,17003098.7321762,17013268.4027628,16903602.8035045,16945803.2434188,16887667.7272991,16849408.7005281,16889319.5869934,16934530.4697572,16756477.6222264,16527795.4398379,16749474.1252578,16728810.6805272,16661841.6579011,16603527.8880466,16564460.2686571,16635476.1815102,16587756.7596772,16672829.6798078
Gazella leptoceros,4289304.31452978,4256537.21761736,4230751.55843265,4265325.50575494,4234103.7620729,4214967.39452827,4238460.78444151,4237384.76168381,4220802.36864262,4183568.6771643,4178404.03660244,4176065.57126966,4137260.13526827,4128870.58295637,4154526.39133161,4142973.06937884,4138172.6284657,4138283.07148199,4080777.64207511,4092714.61306615,4125282.67399904,4127453.71795029,4122747.89430577,4091245.73724182,4104629.51063795
Gazella marica,21598366.446895,21588994.5494704,21698642.1271427,21450108.5346186,21481144.2978553,21431775.9927842,21332903.5911137,21327593.1004216,21192222.0299224,21301282.801077,21182089.9877989,21103361.0709692,21091270.0383378,21170469.2687762,21032667.1627378,20919399.7360967,20971415.6123473,20942314.0779743,20783964.598952,20732055.184298,20761561.1490355,20779404.1989751,20754944.7118086,20703640.6175432,20715123.4633813
Gazella spekei,64638499.5649231,64568418.9416459,64519313.4454748,64039053.4638397,63958039.3943809,63936254.5906915,63676840.8952501,63510090.1495963,63725837.9769259,63466528.3957285,63151791.1881982,63110983.3850427,62963058.0508191,62946411.5237103,62800567.4847692,62548654.046862,62480223.1336316,62413021.7457163,62283886.513471,62014562.356011,62078230.0600284,62086520.1159527,61883500.0570625,61859971.5701076,61876740.0393809
Gazella subgutturosa,502994849.52645,496185283.659467,498050274.413978,498713635.8077,497087903.302906,497324854.802252,494902758.878601,491479100.896986,489735648.525961,492378532.956098,489518384.209923,494411957.427824,488545283.975832,489241999.049051,486229924.287412,486712932.68468,484317006.500528,486009039.42715,481654494.83423,482218060.898928,481707759.866468,482280051.15895,479124630.162602,483951599.482561,480384302.938772
Giraffa camelopardalis,33984081520.6773,33898354916.0052,33777386677.2698,33799640831.6738,33565517521.545,33519132539.5894,33727268073.5229,33294590728.3086,33302539737.4526,33256191357.7347,33494662362.1983,33153249891.3425,33178418032.0827,33194592994.9953,32851320410.4259,32894045640.0061,32885009666.2776,32788454176.9162,32720281130.4896,32696055208.2324,32732656668.8284,32420631854.2641,32635186820.9572,32442677329.0533,32353627921.1214
Hemitragus jemlahicus,3513839715.06791,3506499484.44516,3495716356.46714,3481387989.90047,3467542194.02573,3470895336.20657,3460409202.48786,3458027030.42619,3453295327.04836,3429724854.12657,3439868260.21278,3430891032.03561,3414537991.40932,3415202432.66936,3405331391.14656,3399761249.63357,3391425417.71604,3383984187.50273,3375966871.24856,3378667151.90472,3383151920.01737,3365346165.45413,3364885057.82211,3358058744.50219,3362478228.4821
Hippocamelus antisensis,372514542.220501,372219430.394104,374183789.367552,370020581.479588,370467003.6685,368328426.319851,368827687.042965,368337140.1443,368538527.496416,365604764.48169,367357114.517848,363173401.520159,365233831.296856,364432643.592398,364603095.565497,359464538.970725,363127483.261259,360131961.761652,359797131.481958,357224984.557141,362440969.394398,358575345.014069,360277234.656966,359257483.776568,357849682.974527
Hippocamelus bisulcus,37924959.8832143,37801095.3923123,37582726.3883756,37650037.775512,37543172.6628054,37603165.4356795,37506738.8300152,37283208.2384765,37239274.3229951,37122060.2641922,37033619.8833002,37031128.1623668,36922782.7522808,37009948.9536747,36821477.123646,36484022.6616583,36608507.0414257,36532114.3967727,36636953.2566546,36207211.3905103,36268748.4890447,36437473.8097858,36183707.5410537,36312161.6523007,36247593.2540535
Hippotragus equinus,6753791270.11674,6754216306.26471,6739680247.25384,6703861702.56809,6691355514.74419,6712022410.71925,6673865741.48378,6664168874.99233,6682220857.25839,6605765950.75517,6624357810.8583,6626736433.39955,6596122280.91632,6582223775.29632,6539307224.38175,6558058802.59199,6529620992.18874,6532730469.03092,6493276480.25328,6487666997.05883,6512726014.39682,6470647690.49197,6511471271.07651,6452191831.6359,6471568419.2233
Hippotragus niger,5600789168.33895,5618048184.50298,5581769849.90813,5583384706.47813,5569999570.23475,5553063197.72868,5535375389.95973,5515574819.36864,5514028057.27849,5510087926.48259,5502577355.70887,5474002559.57384,5471966540.62036,5437557089.95657,5438638042.33608,5410546125.54526,5445073550.69053,5399534610.15714,5379788385.22508,5416181602.19051,5413714898.07235,5380356093.945,5369378901.13167,5390763061.52326,5373981488.66207
Hyemoschus aquaticus,768601791.696616,761219940.853411,765738333.116868,756538203.305721,762764099.256168,759679454.011121,759794307.984353,753669690.557298,757209260.341709,752649012.249406,752863400.783993,751201850.925936,746564751.51069,748881065.505306,742579621.691262,741593621.999534,742015498.626436,739420887.913151,738301626.52783,738726906.095729,736585836.607748,735570828.100304,734345007.32175,736907593.787428,732086421.12908
Kobus ellipsiprymnus,13304408267.289,13313393654.5695,13243485821.4901,13194424149.4552,13175253464.6515,13146744161.2187,13122886945.5686,13130245432.6813,12976604352.5182,12995470786.6969,12906750187.5233,12914782867.6009,12999087992.3058,12909908370.6124,12966785601.119,12867167104.7417,12810095919.7178,12762562734.4497,12721097111.1702,12827749843.4791,12656304198.0793,12670932749.0151,12749658067.2046,12705269269.7004,12686048890.2406
Kobus leche,4043114646.95394,4059800932.79836,4013305088.59681,4043546557.21694,4006449363.6389,4011013666.5172,3986199435.1405,3988596144.63933,3990031794.37293,3968325970.23741,3996399795.29739,3973665896.74051,3976474134.40806,3956577077.49931,3938690541.07419,3944447166.77517,3932455878.15733,3909294315.66739,3914609010.75005,3916988078.55349,3932891998.44062,3896430496.6053,3905496330.88586,3904836396.76598,3895605792.62098
Kobus megaceros,471205222.535933,470945004.572595,470563600.69793,468457088.002027,468569051.543249,466805005.727539,469130249.250223,466199709.220233,464209477.06957,462328179.105759,461661509.04868,461717694.514382,461682758.346601,458902155.507251,458211107.392674,458321542.83284,456953432.88823,455438761.258047,454758465.41073,453383576.76146,454282662.920464,453508549.172804,451675407.313169,453433332.082943,452680354.576033
Lama guanicoe,70422842761.848,69988273120.2015,69645894771.918,69840423044.0789,69386440697.0066,69375207490.19,69773128842.9743,69245058315.7989,69013149470.1813,68986298553.7796,68486298372.0413,69179564103.0925,68515261960.991,68402438430.8502,68188318368.8677,67901196392.6332,68438529199.6578,68081437499.6916,67474401019.3401,67662523641.8604,67290423188.1315,67294143129.9741,67119066801.5988,67442938703.9956,67741467687.9849
Litocranius walleri,1016997724.62111,1014467580.3386,1011734011.59676,1010017641.01341,1010175717.14066,1010093978.05936,1001481063.00224,1007890969.57054,998754607.477467,997717691.954275,995686877.633333,995679812.121455,992885126.019357,986379154.807656,986232956.216831,994352003.061634,980500703.236266,982405080.66476,985830403.388018,980307301.779327,976965662.258786,975411645.001437,977873653.258316,970830051.260243,976331327.673965
Madoqua guentheri,529305422.514475,527988619.823652,525091098.204175,526455704.957452,522587564.68744,524522365.378746,520077610.971784,520817463.234977,521406009.033895,517347912.280736,514639098.85455,515730140.436852,514449393.934178,512243440.480059,513423628.503722,512226986.670845,509857203.838043,505118843.106822,509466328.633343,506526528.056254,506827475.91519,505278147.75987,505428730.14937,504075627.399395,507862886.028413
Madoqua kirkii,1144433464.49984,1144681439.68083,1148757650.22758,1136261603.61651,1140237050.19196,1138309751.73898,1128541942.86553,1133830357.96446,1123635162.36406,1125024274.5404,1126060498.7448,1115305378.75718,1121165214.77695,1114964618.39351,1112976701.33778,1119354606.94013,1103173571.54375,1108256600.76142,1102680186.57709,1102513680.57725,1098355602.7941,1102553327.71803,1098730389.64884,1098271495.07491,1095043580.39786
Madoqua piacentinii,17666200.6610275,17716941.7989187,17557421.8709371,17641571.7580692,17484971.0223676,17571623.2956984,17518509.326107,17392714.9067376,17386829.9865671,17427797.6628753,17394323.0191874,17408968.4281634,17333008.9221059,17275989.6553714,17156766.6200492,17106573.9267972,17193217.2105343,17056584.6979813,17250226.4816379,16969946.7588289,16949349.5427682,17097872.4993657,16912557.8071509,16980798.3195487,16969403.0326055
Madoqua saltiana,375189554.177596,374031329.582655,372343376.7781,373837756.649248,371917555.856361,372834278.408349,368799900.736608,368645132.992063,369099267.191258,368754528.987852,367146137.612491,364546337.416645,364000675.738945,364671252.429914,364051249.902337,361819966.835395,362346771.891743,361435750.562943,359838993.327852,359307032.149005,358168770.093628,358407119.751396,359283421.82178,358163721.014874,359099858.583884
Mazama americana,29021715736.3975,29017550002.8848,28870744725.9154,28836575168.134,28786044112.9829,28688555682.1352,28701781131.4749,28611109820.7741,28603989256.1678,28433576026.0398,28379536364.5865,28420743957.5956,28274992514.2136,28186493987.0963,28235614674.6872,28095258189.7797,28162253210.6307,28005731213.6629,27980130609.9046,27956491244.3927,27892846565.5649,27893642230.1426,27819615823.8974,27857409081.3577,27807393495.9763
Mazama bororo,59437419.062337,59065980.9699358,59215597.6603291,58752547.8036241,58841684.2922137,58642563.4129002,58744370.8854782,58677950.6425842,58420257.2347916,58255117.9630122,58232329.168937,58270860.8100905,57839340.3630854,58016518.2606032,57401405.9173001,57682179.6939527,57301509.5731378,57238282.6715289,57176488.92543,57102399.7311843,57324794.2852015,56898132.8259222,57009302.176921,56796905.0942728,57031764.2382181
Mazama bricenii,163169761.871824,163121582.335154,162681187.896612,162450430.571171,162263369.086216,161700165.020245,161571567.550355,161182307.223666,160532328.055342,160561191.127933,159711151.861254,159851908.938759,159457733.342253,159338714.876587,158625693.019247,158527047.051037,158154143.739545,157676581.13426,157573036.415069,157127872.330024,156787436.111603,156828785.962579,156651844.78108,156578627.054501,156602178.190518
Mazama chunyi,174206450.446669,173495720.904048,173067993.670162,172736029.649908,172539505.216841,172293212.159702,172002553.915724,171739394.060113,171579798.482825,171129469.983108,170587370.078484,170224497.841092,169703376.523271,169690587.217947,168931423.014373,168678562.599735,168332031.606357,167969286.758341,167639692.759646,167697546.258287,167079262.291539,167189822.944754,167003763.011925,166971099.502822,166777491.897367
Mazama gouazoubira,17806497822.6054,17780872061.7008,17700597276.811,17668633619.2529,17639904251.8146,17627199587.1085,17613438503.2485,17510747217.9532,17521351251.0476,17516114258.8382,17406600492.1054,17432163411.6393,17404904704.0305,17349440598.7957,17331638542.1109,17266524783.1242,17219591306.2586,17195078916.9945,17129689485.4148,17126654410.6368,17153072808.3892,17090468344.5465,17094388697.2139,17063454077.1909,17046897511.9901
Mazama nana,166762396.679974,165662070.238196,165398148.723492,165189996.957499,165084124.401532,164678853.889296,164775026.532853,163961115.307914,163268782.366294,163507621.211865,162736917.560781,162864339.426879,162234562.488169,161822676.621234,161933103.57204,161160829.767677,160908716.190602,160393955.458335,160603535.633808,160093521.857348,160029168.373278,159682121.296449,159849863.253836,159559776.056561,159640735.968532
Mazama nemorivaga,20480249300.2317,20418229506.7451,20360230121.9673,20353977758.7956,20249599235.8921,20165380443.3881,20215107535.6263,20126238397.427,20117885845.8156,20082343188.5996,20072062639.1742,20012985088.6292,19942427113.839,19890855124.44,19882499039.0344,19845124824.3732,19777874002.781,19783924431.1806,19766773371.9631,19745041015.2542,19683745064.576,19664204802.7351,19652973560.8369,19591290841.669,19632662943.1339
Mazama pandora,226723543.182261,226143271.819697,225478986.173724,224630693.26369,223669498.6316,223874837.749284,223429345.504206,223532203.778204,222100288.806359,221979936.306735,221828014.078475,221232952.538844,220862341.109774,220591952.091426,219639049.856347,219663584.295891,218881404.811037,218503314.044742,218857665.99943,217964748.976848,217722779.513056,217327328.007646,217614931.315249,216738131.334365,217277332.242691
Mazama rufina,204585471.042427,204102915.72832,203784432.966979,204102229.669958,203316789.517866,202339841.06808,201960846.603907,201305066.787558,201619585.827342,201194180.592597,200106766.19557,199860427.585537,199992032.292744,199183266.018805,199122220.327784,198605809.986086,197792070.223105,197766543.341433,196848201.108532,197155286.806285,196694813.143228,196608613.89008,196605666.071161,196070143.75589,196575054.163732
Mazama temama,4352305426.55595,4355282723.30207,4330264969.9319,4326362276.87554,4316002791.7712,4296274938.29753,4296881558.09106,4294827313.51556,4285217421.50555,4269566855.9284,4266368537.16909,4257006874.2604,4243768045.42862,4235107728.95305,4230479812.49401,4216360520.87308,4207038683.0748,4212873101.5352,4195698990.4303,4185183391.68422,4181319594.41903,4179132691.77971,4175969976.7012,4176873309.95706,4170106498.98285
Moschus anhuiensis,26958534.8751242,26854750.9161323,26785912.2401996,26730103.8521714,26700010.1759006,26647247.9830251,26554082.2315035,26533637.5013405,26422839.0059788,26473891.8462226,26357056.6505547,26268761.4322227,26220505.2735544,26238160.4587184,26205702.9427612,26065931.6002557,26003571.1465809,25989543.6074528,25950711.9058376,25879814.9397904,25906391.5044985,25795220.3312366,25781871.0725383,25872668.918526,25834673.1332119
Moschus berezovskii,114753926.555753,114436071.998924,114222114.443207,113746661.536513,113730651.437973,113320019.93577,113512814.149374,113005405.718655,112924108.16677,112775897.188271,112178829.034985,112390875.522121,111915248.808398,111835786.495172,111187050.412358,111339456.12341,111183020.020341,110801066.710701,110373891.329448,110763663.916093,110380684.311462,110052809.868206,110065751.197773,110334495.841657,110115414.996968
Moschus chrysogaster,236634773.349806,235625817.11354,234946986.214302,234569210.349061,233896914.32067,234085940.001634,232434138.041975,232591167.648618,232342845.616176,231402405.842813,232117054.250646,229677165.011118,230545846.546236,229452112.143473,229363081.812105,228596610.514195,228196725.707149,227567522.348776,227351867.444002,227102064.624116,227057390.533435,226836961.111461,226514653.160314,226087410.6416,226474009.363672
Moschus cupreus,46359008.4869763,46217260.3875296,46075614.2994665,46030185.3222994,45823427.9051944,45805837.7700692,45682823.5161223,45610959.3216447,45442008.8696155,45361610.6337435,45204279.4418296,45246085.802113,45131362.6431608,44963092.4572508,44918538.2661455,44831462.4178365,44782219.3034051,44709389.5567776,44679878.8384346,44547413.3661206,44336447.977634,44408797.6321272,44446664.8948173,44283505.0967634,44319780.9633832
Moschus fuscus,69162954.8073339,69328436.7652209,69087500.0620749,68784999.7048769,68876894.3083605,68483150.9164647,68195882.2923226,68233217.2073745,67986822.821679,67881722.9016398,67740070.6967193,67854599.2529522,67374040.105661,67309675.1666492,67280159.6050539,67102574.0393974,67005427.3553315,66991299.1063791,66849069.9444113,66564737.370079,66532239.9980665,66486990.5498577,66624298.2137641,66460769.5432245,66413538.3919763
Moschus leucogaster,70398807.2665172,70299434.5675386,69996099.5586033,69927891.8718505,69714647.3110169,69606796.4200637,69504793.6304678,69085873.4121908,69297014.8819176,68919667.7166862,68718037.1197469,68686198.6922002,68646788.6528952,68529239.5408837,68112661.709664,68252231.1140714,67824614.3113328,67843964.1094889,67812840.1317389,67769129.4403577,67600978.0076865,67633903.1840453,67464517.2401739,67437817.2480571,67486702.0058248
Moschus moschiferus,554685016.797292,554508179.39653,551107463.18618,550197782.388834,547669531.876831,549439351.512253,547868138.307763,546012479.358626,543075265.223765,543745273.016478,540381123.186781,541758980.382966,537844752.264155,539275845.370997,538332039.655532,535316325.176336,535225210.099131,535482070.100089,534447293.159459,533119237.373745,532826014.419997,533277699.296571,529595077.473149,530983580.156768,530680605.958816
Muntiacus atherodes,2075410078.45595,2069100128.99079,2067735852.23675,2061325866.75845,2059459823.71277,2053347138.48481,2049395476.68857,2041011746.51058,2038645196.0948,2036263575.11935,2030063379.97868,2025348291.24801,2029002962.64637,2017617586.0411,2013441590.68842,2011826489.10443,2003643387.67495,1999608639.42007,1993849458.14344,1992226292.40989,1996690417.99602,1989580693.4515,1991628511.71756,1988221629.19926,1984603579.2663
Muntiacus crinifrons,38411833.1550046,38322186.8222871,37900630.9454886,38096958.5007829,37827451.3756222,37750753.4480053,37564949.3801684,37549805.6605959,37509317.4333232,37661623.1335623,37617502.1973293,37190230.9242723,37419180.2655599,37218679.2304134,37142675.7009026,36990255.9871263,36711905.330653,36959259.3327154,36674347.3991737,36912082.1971801,37017187.1759819,36567010.0446131,36556949.4441082,36625310.3627571,36917754.9050222
Muntiacus feae,2897790335.16645,2894040325.34604,2883163752.08702,2873233496.27822,2871123353.52795,2862101887.42897,2861712216.2247,2852414166.25007,2846895542.36648,2843579424.51397,2840380502.07158,2827761956.34727,2828641613.31454,2827069641.55626,2811154177.47274,2803943142.1283,2797276812.15109,2799223888.29173,2792625210.53098,2787403520.83617,2781791979.74986,2781744060.40128,2781233883.1137,2780289214.83102,2777720249.85412
Muntiacus gongshanensis,2052383929.0944,2048715399.49852,2044484700.15965,2037594401.09054,2031597452.35045,2025520557.73227,2024813432.21869,2020352563.70223,2020424882.13367,2014708180.2138,2006250693.51393,2004167943.98447,1999393568.92579,1993722908.95081,1986558695.15651,1994809060.7344,1981984874.61589,1981310010.60016,1973605318.12693,1972567591.76248,1969883780.37192,1969286196.00168,1963433461.94831,1961912711.10225,1964742703.39459
Muntiacus montanus,1671841870.49037,1665741537.98822,1662837598.09524,1658893370.96781,1650271432.99151,1652754787.10395,1650024406.90195,1645803377.62386,1641512988.97944,1637120201.98598,1638778494.87142,1631907627.33133,1631491046.16627,1623411442.51983,1622691159.8885,1619534796.72019,1617358844.33253,1612200117.01399,1607244080.22428,1603065985.05322,1603992980.66463,1600055693.68667,1598476187.8005,1596370272.37207,1597106651.43761
Muntiacus muntjak,8283347515.62753,8267835383.04002,8250016815.06004,8218365846.07782,8192876064.86543,8181474942.97824,8156876552.0563,8137745709.85978,8124333535.44645,8112855166.30744,8095270093.2701,8063378303.10761,8059234385.17113,8045852566.31461,8037465465.81295,8005893207.92282,8012191857.14851,7970390776.67725,7967811266.97789,7959588018.66207,7923072428.56249,7900205356.72319,7931332959.32878,7915143596.57803,7917405618.93005
Muntiacus puhoatensis,590444109.264722,591528203.716803,590154128.691907,588350592.555364,583766263.447379,585579671.355911,583669530.237344,583086618.108349,580871121.533532,579722724.779513,577733264.694031,577131510.210493,577104309.50878,574619964.66967,572335981.788751,573933343.0461,571736581.883142,572024053.496586,569080696.263319,569275910.685635,568907006.55628,568492936.244009,567399440.752211,567875236.031434,564414974.506939
Muntiacus putaoensis,1631959469.83143,1629016671.21515,1624067734.05169,1620493712.37546,1622864705.82425,1615663418.81638,1611509745.49996,1605716100.96558,1605666227.35697,1595807207.9928,1593823334.30075,1593154721.8345,1590516700.76054,1586542386.29111,1582930884.3172,1579880108.23554,1573367896.28116,1573877882.40602,1573176277.44724,1572602199.05213,1567722505.17056,1565763155.50668,1560691846.90167,1563484086.52408,1563413025.79254
Muntiacus reevesi,4398791901.165,4383407615.12496,4375168080.18147,4370482450.47084,4354160128.56343,4360328310.31511,4329366837.16542,4335831555.85755,4324583164.36492,4307920020.15253,4297001320.03304,4290119447.79033,4286520056.62219,4269224461.76412,4264432505.1366,4259117771.84953,4249581024.76342,4241782871.56678,4228070091.89038,4238536289.38379,4223821096.96509,4217461140.07935,4214482460.60305,4216024854.6935,4211488152.19776
Muntiacus rooseveltorum,1237986271.13622,1233443312.53753,1229954098.26006,1226976658.76365,1223053397.75091,1221065472.25074,1220155840.4079,1218593928.28743,1211479766.01964,1210239777.16161,1209942428.15168,1205236845.0309,1205461410.0896,1201006902.51431,1200356405.75335,1197491634.78349,1197032065.52449,1189536933.65814,1190077262.10294,1189302909.54082,1184703834.78403,1187622209.94841,1184984192.48726,1183183525.52531,1183590707.67133
Muntiacus truongsonensis,1086686694.28783,1085670182.09089,1084654694.75843,1082859499.03963,1076603180.38668,1074300870.58501,1075435821.44483,1071173173.30453,1068242477.44815,1068406542.38997,1063516088.70037,1063228354.48508,1057731139.03421,1057233412.42772,1056290863.26355,1054897393.67171,1051842091.36577,1048874628.52781,1051452591.80521,1043192742.30361,1044943387.86765,1046683162.15514,1043875379.92154,1042474941.88638,1043913089.72512
Muntiacus vaginalis,23282136728.6027,23233339829.3772,23206826668.9646,23187437515.8682,23083988347.7085,23056146522.5148,23006280691.829,22975546320.6779,22918716670.8462,22854471079.7494,22803885716.8269,22793537206.0285,22706542148.0465,22721041074.7617,22621262130.7512,22626018234.1299,22597771145.3161,22486935166.3606,22453912251.0356,22407678431.4025,22292783716.1844,22378927994.4082,22329971938.5607,22333300813.406,22316286949.6314
Muntiacus vuquangensis,38032631.5117183,37998614.7986723,37968468.1902338,37887581.7562568,37733888.2515884,37651285.8284492,37577533.6313916,37514817.2488892,37480844.7423609,37337995.8610678,37299895.6757842,37294843.7473111,37079991.1013703,37006682.5258622,36844633.0801392,36833397.3338492,36712933.3524916,36732137.5806427,36782206.6162332,36559216.6358161,36635065.3434869,36477829.0369632,36592417.5914604,36479866.8708242,36504624.4816256
Naemorhedus baileyi,277474761.026974,276844560.927205,276471121.950521,275393034.628268,274018553.39709,274414532.372875,274068594.942292,273418651.905305,272930893.060989,271836693.531525,271315586.723229,270373164.534858,270238309.838259,269385278.047053,269253741.396555,269275519.715233,268899751.451366,267057569.225689,267376264.632186,267154859.99979,266623590.946166,265929321.172323,265554196.266396,265685541.272198,265023609.012941
Naemorhedus caudatus,298693382.869149,297565904.236835,297556610.368783,296813599.569626,296140543.109331,294653312.911304,294848100.479148,294204608.920187,293952012.900838,292765662.691608,291865249.527811,292111494.203434,290688515.636952,290675831.919179,289910401.175138,288933262.096868,288196608.139447,288587338.361981,286689846.426413,287430662.67843,286888778.43348,286215027.480888,286606752.462661,285410236.424173,286927137.431726
Naemorhedus goral,2131719724.53788,2126223033.70784,2125844033.701,2116827488.78722,2116042639.97157,2111412383.73966,2103509830.40222,2103551843.02728,2100267107.09963,2091902076.97452,2093024619.60867,2088438981.6035,2082651857.04218,2071731758.91073,2074365475.22155,2061132578.97404,2064015813.47856,2055369527.62981,2045824851.91356,2051866042.2473,2052840723.05461,2048667503.95593,2043320816.36918,2042362464.73841,2048198379.55245
Nanger dama,4083711.87810626,4046539.89054051,4036595.96948162,4019290.51726407,4035713.1687333,4006715.49345493,3997769.91447206,3987248.00607434,3975828.6372061,3992095.45608252,3981089.949531,3975547.59467117,4003233.41287622,3950239.82542367,3928540.93582709,3936362.40104709,3922603.4930059,3929414.36608829,3911128.05152026,3906902.65560089,3922037.62887416,3909686.49498563,3934728.09966037,3884657.20381159,3892194.51280784
Nanger granti,15465406380.4918,15448696505.494,15399068065.7147,15372098168.2255,15324495086.1341,15282389321.3659,15242800616.2769,15220219629.4387,15225792805.2552,15176613078.2517,15164441833.4013,15083332410.3323,15058605470.4965,15029664916.6678,15034396993.8609,14944971782.4762,14966538907.9098,14931117858.705,14893677997.0535,14903751069.0803,14826251370.8153,14861247018.995,14815141476.38,14780095764.471,14807806887.8491
Nanger soemmerringii,76775297.6301162,76231989.8159703,75675013.8761699,75952334.5824862,76020630.044567,75966941.9406044,75693086.0662064,75282680.6062342,75252251.6661719,75084486.6497466,74565644.6197371,74911606.6843934,74572283.4405844,74425366.8054066,73917567.4536838,74580391.5470293,73711134.4206066,73379314.1897015,73436245.5641558,73371621.2675269,72991473.9400165,73266802.433854,72871434.1259845,72991356.0207999,73064268.3916478
Neotragus batesi,153558197.165811,152652861.216794,151958667.719937,151601002.897364,150522178.916543,151099789.7038,150834555.901714,150827211.032788,150506837.451101,150413816.544351,150514566.78426,149351482.415596,148763707.249049,147980892.078818,147116733.208071,148217751.510411,148508882.217372,147019254.990478,146927884.832627,147860637.023179,146617220.381318,146178226.558983,146554174.386371,146755401.742477,147230333.088093
Neotragus pygmaeus,59215224.1885637,59034726.8133765,58910363.458684,58333004.551267,58337877.2255281,58371232.20879,57772702.6821577,58065086.5630517,58067554.8827508,57996512.2526405,57569656.4445436,57677603.0930898,57537404.4594691,57299812.1994487,57077812.3561452,57158802.0828499,57245191.7788335,57068736.1958126,56603211.5424606,56432780.6376333,57012940.3876944,57255751.2780367,56435369.8043348,56364593.3593345,56476180.7176168
Nesotragus moschatus,596911347.40162,600062058.129308,599623265.718167,601335528.253775,597055836.75416,596883629.637265,594449308.206823,593155225.496145,590893213.840622,588907104.16438,591206679.256117,589261721.358674,585265786.495921,584401056.490767,583608584.832871,583720276.739995,581579897.327462,582778169.08326,575706345.598305,578684108.584473,578601985.401939,579019965.785423,577519727.531826,576306187.725973,570802542.423743
